date,content,title,matched_keywords,source
2021-01-15 03:18:41,"딴 얘기지만 우리 엄마는 '이놈이 원하는가'를 기준으로 지원하되 어느 정도의 인내심을 요구하셨다. 좋아해서 하는 거면 제대로 하거라.내가 결혼은 할지, 애를 낳거나 입양할지 전혀 알 수 없지만 만약 육아를 한다면 우리 엄마랑 같은 기준을 사용할 것 같다.","딴 얘기지만 우리 엄마는 '이놈이 원하는가'를 기준으로 지원하되 어느 정도의 인내심을 요구하셨다. 좋아해서 하는 거면 제대로 하거라.내가 결혼은 할지, 애를 낳거나 입양할지 전혀 알 수 없지만 만약 육아를 한다면 우리 엄마랑 같은 기준을 사용할 것 같다.","['육아', '지원', '결혼', '엄마', '우리']",twitter
2021-02-11 01:03:08,뽀뽀전!수습? 박살정책들 통과? 카드사용 내역들 및 표수등 스탠드 먹는거 입는거 몸상태 등 결혼 출산 시험 재산내역들 등?,뽀뽀전!수습? 박살정책들 통과? 카드사용 내역들 및 표수등 스탠드 먹는거 입는거 몸상태 등 결혼 출산 시험 재산내역들 등?,"['출산', '결혼', '정책']",twitter
2021-03-22 08:35:44,"@breath_inXout 학대,맞아죽고 굶어죽는 아이들에 대해선 국가나 공권력,사회단체가 개입할 계기는 생겨도 애초에 선택적인 권리부여는 민주적이지않습니다 투표권이 만인에게 주어진만큼 기초적인 생리,욕구,육아의 권리는 보장되야마땅하죠","@breath_inXout 학대,맞아죽고 굶어죽는 아이들에 대해선 국가나 공권력,사회단체가 개입할 계기는 생겨도 애초에 선택적인 권리부여는 민주적이지않습니다 투표권이 만인에게 주어진만큼 기초적인 생리,욕구,육아의 권리는 보장되야마땅하죠","['육아', '아이', '국가']",twitter
2021-02-20 00:00:00,속싸개 못싸는 엄마들이여 걱정마세요~ 요즘은 속싸개 대용으로도 많이 나온압니다. 넘나 쉬운 스와들 시리즈중 스와들 스트랩! 찍찍이만 붙여주면 되니 손댈것이 없어요 구매 망설이신다면 리뷰로 확인해보고 사셔도 늦지 않아요~ #모로반사방지#신생아속싸개#스와들스트랩 ======================================== 자막 템플릿:론박자막연구소 ========================================,"똥손엄마들이여  속싸개 연습은 더이상 그만해요! 스와들 스트랩하나면 1초컷 싸기 가능! (스와들리뷰,스와들스트랩추천,)","['엄마', '속싸개']",youtube
2021-03-07 03:00:35,근데 한국남자는 저런건 생각 못하고 나중에 출산후에 늘어져서 조임 없다고 / 배가 늘어졌다고 섻할 마음이 사라진다느니 여자로 안보인다느니 출산후 몸매만든 연예인 들먹이면서 자길 위해서 좀 예쁘게 가꿔줄 수 없냐느니 지껄임... 그리고 한국에선 의사가 오히려 수술전 남편한테 묻는다고 들음,근데 한국남자는 저런건 생각 못하고 나중에 출산후에 늘어져서 조임 없다고 / 배가 늘어졌다고 섻할 마음이 사라진다느니 여자로 안보인다느니 출산후 몸매만든 연예인 들먹이면서 자길 위해서 좀 예쁘게 가꿔줄 수 없냐느니 지껄임... 그리고 한국에선 의사가 오히려 수술전 남편한테 묻는다고 들음,"['출산', '남자', '한국', '여자', '남편', '산후']",twitter
2021-03-06 14:51:07,먼가 육아 뿐만 아니라 여자에게 기대되는 모든것들이 그러하듯이 정해진 이상적인 모습이 있고 그걸 조금이라도 벗어나면 누구라도 참견하고 비난하는 현상이 익숙해서 그런지도ㅋㅋㅋ,먼가 육아 뿐만 아니라 여자에게 기대되는 모든것들이 그러하듯이 정해진 이상적인 모습이 있고 그걸 조금이라도 벗어나면 누구라도 참견하고 비난하는 현상이 익숙해서 그런지도ㅋㅋㅋ,"['육아', '여자']",twitter
2021-03-28 13:54:13,머야머야 금하 시집오면 재산 다 준다구.. 이 사랑꾼 육대인 이제 옥에서 나왔겠다 눈에 뵈는 거 없이 금하 꽁무니만 쫓아다니겠지❕근데 왜 얘네 혼례도 없고 육아물도 없나요? 🥲 #금의지하 끝 🙌 https://t.co/51A9y8nqFZ,머야머야 금하 시집오면 재산 다 준다구.. 이 사랑꾼 육대인 이제 옥에서 나왔겠다 눈에 뵈는 거 없이 금하 꽁무니만 쫓아다니겠지❕근데 왜 얘네 혼례도 없고 육아물도 없나요? 🥲 #금의지하 끝 🙌 https://t.co/51A9y8nqFZ,"['육아', '집', '사랑']",twitter
2021-02-26 00:00:00,"아기는 정강이뼈 등 골절 의심 전치 4주엄마는 사실혼 관계인 미성년자[파이낸셜뉴스] 부부싸움 도중 욱해 생후 2개월도 되지 않은 자신의 아이를 바닥에 던져 다치게 한 20대가 실형을 선고 받았다. 26일 법조계에 따르면 대전지법 형사8단독 재판부(백승준 판사)는 상해, 아동학대 등 혐의로 기소된 A씨(23)에게 징역 3년을 선고하고, 아동학대 치료프로그램 40시간 이수 및 아동관련기관 취업제한 5년을 명령했다.A씨는 2017년 7월 대전 중구 거주지에서 사실혼 관계인 B양(17)과 말다툼을 하던 중 B양이 안고 있던 아기를 빼앗아 방바닥 매트 위에 집어 던진 혐의로 기소됐다.A씨는 같은 달 19일 비슷한 이유로 “도움이 안 된다”며 아기를 방바닥에 집어 던져 양쪽 정강이뼈, 왼쪽 갈비뼈, 두개골 등 골절이 의심되는 전치 약 4주의 상해를 입힌 것으로 조사됐다.검찰은 이밖에 A씨가 2019년 서울의 한PC방에서 가방과 휴대전화를 훔친 혐의도 공소사실에 포함시켰고, 유죄로 인정됐다.재판부는 “생후 2개월도 되지 않은 자신의 자녀를 바닥에 던져 상해를 입혔음에도 제대로 반성하지 않고 납득하기 어려운 변명으로 범행을 부인하고 있다”며 “특수절도죄로 소년보호처분을 여러 차례 받은 전력이 있고, 피해자에게 용서받지 못했다”고 지적했다.이어 “다만 벌금형을 초과하는 처벌을 받은 적은 없다는 점 등 여러 가지 사정들을 종합해 양형했다”고 판시했다.fair@fnnews.com한영준 기자▶ 헉! 소리나는 스!토리 뉴스 [헉스]▶ '아는 척'하고 싶은 당신을 위한 [두유노우]▶ 날로먹고 구워먹는 금융이슈 [파인애플]※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지",부부싸움하다 2개월된아기바닥에 내던진 20대 아빠,"['아기', '아빠', '부부', '개월']",news
2021-02-26 06:10:01,친구가 그게 왜 궁금하냐구 해서... 육아물 설정에 참고 좀 하려고 그랬다고 대답했는데..... 아니싯펄 이게 더 이상한데.....? 하지만 22세남성을4-6세라고하려고 물어봤다는 게 더 정신나간거 같아서 차마.... 아니근데.......?....,친구가 그게 왜 궁금하냐구 해서... 육아물 설정에 참고 좀 하려고 그랬다고 대답했는데..... 아니싯펄 이게 더 이상한데.....? 하지만 22세남성을4-6세라고하려고 물어봤다는 게 더 정신나간거 같아서 차마.... 아니근데.......?....,"['육아', '남성']",twitter
2021-03-31 14:40:22,@series_naver 육아 하느라 바빠서 그래. 집에 애가 둘이 있거든.,@series_naver 육아 하느라 바빠서 그래. 집에 애가 둘이 있거든.,"['육아', '집']",twitter
2021-03-26 21:57:54,휴 출산후 좀비가 되어 둘이 먹을 한약 한첩씩 지었는데 남편이 벌써 세번이나 내껄 먹어버림😳😳,휴 출산후 좀비가 되어 둘이 먹을 한약 한첩씩 지었는데 남편이 벌써 세번이나 내껄 먹어버림😳😳,"['출산', '남편', '산후']",twitter
2021-02-26 06:11:22,"민주화와 성평등의 진전으로 한국 사회는 국가는 여성들을 평등한 국민으로 대우해야 하며 여성들이 섹슈얼리티나 임신/출산의 담보물로 취급되어서는 안 된다는 것을 당연시하는 의식이 확산되어 왔다. 젊은 여성들은 여기에 더하여,","민주화와 성평등의 진전으로 한국 사회는 국가는 여성들을 평등한 국민으로 대우해야 하며 여성들이 섹슈얼리티나 임신/출산의 담보물로 취급되어서는 안 된다는 것을 당연시하는 의식이 확산되어  왔다. 젊은 여성들은  여기에 더하여,","['출산', '임신', '여성', '한국', '국가']",twitter
2021-02-07 14:14:29,썸 첫사랑 권태기 대리사랑 은혼식 출산 연애시작 다 있는 영화임 음양사 청아집 보세요,썸 첫사랑 권태기 대리사랑 은혼식 출산 연애시작 다 있는 영화임 음양사 청아집 보세요,"['출산', '집', '사랑']",twitter
