date,content,title,matched_keywords,source
2021-10-17 09:04:10,서사가 있어서 재미있는 공연은 아닌데 한껏 꾸민 여자사람 한가득 보고 한껏 꾸민 중년배우가 매력을 뿜으며 넘버를 부르니까 재미있음. 캐스팅이 어렵고 스케일이 커서 올리기 힘든 작품이라는데 ...한국에 사는사람...잘 모르겠어. 여배가 중심이라 투자가 안들어오는거 아닐까??,서사가 있어서 재미있는 공연은 아닌데 한껏 꾸민 여자사람 한가득 보고 한껏 꾸민 중년배우가 매력을 뿜으며 넘버를 부르니까 재미있음. 캐스팅이 어렵고 스케일이 커서 올리기 힘든 작품이라는데 ...한국에 사는사람...잘 모르겠어. 여배가 중심이라 투자가 안들어오는거 아닐까??,"['한국', '여자']",twitter
2021-10-17 22:40:06,@BIGHIT_MUSIC 사이트 란 무엇입니까 https://t.co/GlOjPHy1Ig 남성을 위한 디자인 2002년 이후 출생,@BIGHIT_MUSIC 사이트 란 무엇입니까 https://t.co/GlOjPHy1Ig 남성을 위한 디자인 2002년 이후 출생,"['출생', '남성']",twitter
2021-12-21 00:00:00,"[앵커] 지난해 육아휴직을 한 아빠의 비중이 처음으로 20%를 넘겼지만, 여전히 엄마의 휴직이 압도적으로 많았습니다. 육아 휴직자 수가 갈수록 늘고 있지만, 직장에선 불이익이 여전하다는 지적이 나옵니다. 권남기 기자입니다. [기자] 지난해 육아휴직을 쓴 아빠가 4만 명에 육박하며, 10년 전보다 20배 가까이 늘었습니다. 전체 육아 휴직자 가운데 아빠의 비중도 처음으로 20%를 넘겼습니다. 거꾸로 엄마는 처음으로 80% 밑으로 떨어졌지만, 여전히 엄마의 휴직 비중이 압도적이었습니다. 전체 육아 휴직자의 수는 매년 늘어 지난해는 16만9천여 명에 달했습니다. [강유경 / 통계청 사회통계기획과장 : (지난해) 육아휴직을 시작한 사람은 10년 전인 2010년과 비교하면 약 2.3배 수준으로 증가하였습니다.] 육아휴직을 더욱 늘리기 위해 정부는 내년부터 육아휴직 급여를 올립니다. 육아휴직 넉 달째부턴 임금의 50%만 주던 걸 바꿔 계속 80%를 지급하고, 아기가 돌 되기 전인 부모가 모두 휴직하면 석 달에 최대 1천500만 원을 줍니다. [홍남기 / 부총리 겸 기획재정부 장관 : 초저출산, 급고령화, 생산가능인구 감소 등의 절박함을 고려하여, 영아수당 신설 등 저출산 극복 5대 패키지를 본격적으로 시행하고….] 하지만 현실에선 여전히 육아휴직 쓰기가 만만찮다는 지적이 나옵니다. 전체 상용직을 대상으로 넓히면 육아휴직 사용 비율은 8%대로 뚝 떨어집니다. 회사 규모에 따른 양극화도 극심해 전체 육아 휴직자의 10명 중 6명은 300인 이상 기업에서 나오고, 4인 미만 기업은 5%도 채 안 됩니다. 육아휴직에 따른 불이익이 여전하기 때문인데, 최근 3년 동안 육아 휴직자의 3분의 1은 복직을 못 하거나 반년 안에 사표를 썼습니다. [권호현 / 변호사 (직장갑질 119) : 육아휴직 불이익을 근절하기 위해서 법은 정비해놨는데, 문제는 권리가 있는 노동자들이 이걸 모른다는 겁니다. 정부에서 적극적인 강력한 홍보를 통해서….] 육아휴직에 대한 재정 지원을 늘리는 것과 동시에, 무엇보다 맘 편하게 육아휴직을 쓸 환경을 만들어야 합니다. YTN 권남기입니다. YTN 권남기 (kwonnk09@ytn.co.kr) ▶ 기사 원문 : https://www.ytn.co.kr/_ln/0102_202112212224338097 ▶ 제보 하기 : https://mj.ytn.co.kr/mj/mj_write.php ▣ YTN 유튜브 채널 구독 : http://goo.gl/Ytb5SZ ⓒ YTN & YTN plus 무단 전재 및 재배포금지","육아휴직 아빠 20배 늘었지만...""현실 불이익도 여전"" / YTN","['육아', '휴직', '아빠']",youtube
2021-10-18 23:51:02,오늘 아빠 생신인데 생선 뭐사드리지그림이라도 그려드릴까진짜 맨날 뭐 가지고싶냐고 물어보면 선물 사지 말라고만 하고,오늘 아빠 생신인데 생선 뭐사드리지그림이라도 그려드릴까진짜 맨날 뭐 가지고싶냐고 물어보면 선물 사지 말라고만 하고,"['아빠', '선물']",twitter
2021-10-07 10:29:36,시발 그렇게 모유수유가 좋아보이면 지들이 노력해서 짜내던가 존나 지랄이야 왜 진짜 그으으으렇게 중요한거였으면 남자들이 애써서 짜냈겠지 육아에 좃도 기여안하고 싸지르기면 하면서 지랄임 평생 거시기에서 짜내는것만 가르치니까 이난리다,시발 그렇게 모유수유가 좋아보이면 지들이 노력해서 짜내던가 존나 지랄이야 왜 진짜 그으으으렇게 중요한거였으면 남자들이 애써서 짜냈겠지 육아에 좃도 기여안하고 싸지르기면 하면서 지랄임 평생 거시기에서 짜내는것만 가르치니까 이난리다,"['육아', '남자']",twitter
2021-10-18 14:18:31,[시즌데일리] '둘째 임신' 이지혜... 화이자 1차 접종 완료 https://t.co/42ZXY33PZL,[시즌데일리] '둘째 임신' 이지혜... 화이자 1차 접종 완료 https://t.co/42ZXY33PZL,['임신'],twitter
2021-10-18 14:31:30,@Apocatto7 맞아요옷~~~! 비티 육아 마스터 타이틀 달아보겠습니닷!!!,@Apocatto7 맞아요옷~~~! 비티 육아 마스터 타이틀 달아보겠습니닷!!!,"['육아', '옷']",twitter
2021-10-14 06:30:59,@itsbbatchui 그 인간들이 아이와 산모의 건강을 위해서라고 포장을 하는데 동시에 관련 예산을 잘라버리는거 보면 진짜 유능하게 썩으면 어떻게 되는지 알게 되는 느낌이라고 해야하죠,@itsbbatchui 그 인간들이 아이와 산모의 건강을 위해서라고 포장을 하는데 동시에 관련 예산을 잘라버리는거 보면 진짜 유능하게 썩으면 어떻게 되는지 알게 되는 느낌이라고 해야하죠,"['아이', '산모']",twitter
2021-10-16 11:50:48,@Ehdamffldp1234 아하 그거 아기드릴로 뚫어서 나가면 나오는 큰 사각형 돌 상자.... 옥상이군요 ㅋㅋㅋ 거기를 통해서도 갈 수 있는지 몰랐어요,@Ehdamffldp1234 아하 그거 아기드릴로 뚫어서 나가면 나오는 큰 사각형 돌 상자.... 옥상이군요 ㅋㅋㅋ 거기를 통해서도 갈 수 있는지 몰랐어요,"['아기', '돌']",twitter
2021-12-03 00:00:00,"안녕하세요, 공돌이아재 애아빠 타키온입니다.​​​1.9월부터 시작된 병원생활 때문에아내와의 시간은 많아졌지만,딸과의 시간이 부족해졌습니다.① 아내의 회복 + ② 딸의 육아애아빠에게는 이 2가지가 가장 중요합니다.​​​2.더 아빠엄마의 빈자리가 느껴지지 않도록 하기 위해딸이 요새 그림 그리기와 만들기에 부쩍 관심을 기울이는 것 같아서방문미술을 알아보았습니다.입원하고부터니까 벌써 3개월차 정도 됩니다.​​​​3.공돌이,공순이 부부 밑에서 자란 딸이 미술이나 예술쪽에재능이 있을리가 없습니다.​제 그림 실력은 무려 이정도입니다. (2021년 작)놀라지마십시오, 딸 그림이 아닙니다.제 그림입니다 응?!?​수십년 외길 공돌이 인생, 동그라미 네모 정도면 뭐든 그릴 수 있지 않겠습니꽈!​​​4.그래서 방문미술을 시켜봤습니다.​늘 그렇듯이① 딸에게 먼저 물어보고-확인방법: 한국말로 물어봄​② 딸이 한다고 하면 하고, 안한다고 하면 안합니다-확인방법: 물어보고 하기 싫다고 하면""오케이 그럼 하고 싶으면 말해줄래?"" 이정도에서 끝​③ 딸이 선생님과 잘 어울려서 즐거워하면 계속하고 아니면 안합니다.-확인방법: 선생님 도착시간이 되면 딸이 현관문앞에 가서 기다리면서 춤추고 있는지 확인.즐겁게 춤추고 선생님을 맞이하면즐거워하는거 오케이. 인정? 응 인정!​​이런 테크트리로 해봤습니다.이후부터는 후기입니다.​​※ 업체추천이나 상품추천은 아니고 광고는 더더욱 아닙니다. 늘 그렇듯이 내 주식 팔아서 내가 겪는 리얼후기입니다 참고는 마시고 재밌게만 봐주시길~​​​​​​​​http://www.artmoma.net/​​□ 애아빠가 직접 본, 효과 예시​→일단, 즐거워합니다.​딸이 재밌어하고 선생님이 간 이후로도 했던거 또 해보려고 하고요.요즘 들어 계속 뭔가를 그리고 오리는데 그런걸 할때에집중력이 많이 좋아진 듯합니다.​원래 본인이 좋아하는걸 할때에는 시간가는줄 모르는건 애나 어른이나 만국공통이죠 응?!?또한 선생님과 케미가 중요한듯 한데 다행히 좋은 선생님을 만난듯 합니다.​​​​​​애가일단 그냥 커나가면공학도 이학도인 저희 부부의 성향상,무조건 이과적으로 커나갈 가능성이 높습니다.뜻하지 않게요.왜냐하면 아는게 그쪽밖에 없으니까요;;​즉, 미술이나 예체능 이런쪽은 완전히 문외한입니다.​제가 뭐 알려주고 싶어도,비행기 접기 수준에서 멈춰버린 제 능력으로는 턱없이 부족합니다. (딱지치기, 팽이치기 정도면 자신있는데 아직 딸이 좀 더 커야합니다)위에 제 그림 보셨죠? 저기서 30년간 멈췄습니다?!?어마무시합니다.​그래서 경험을 시켜주고 싶었습니다.​딸이 커나가면서다양한 경험을 원하면 해주고 싶습니다.​그게 그림이든, 태권도든, 음악이든, 발레든 뭐든 말이죠.​​그게 아빠가 원하는 것이 아니라딸이 원하는 것이 되게끔 말이죠.​돈을 왜 버나요? [ft. 자녀의 꿈에 투자하세요, 물론 내 꿈도요!]​​그게 초보 애아빠인 저의 육아관 중의 하나입니다.​물론,가족내 서열이① 딸② 아내③ 아빠 (타키온)이런 상태니까 뭐 어쩔수 없긴 하네요 응?!?​우리가 투자하고 재테크하는 이유도 그런거 아니겠습니까?내가 소중히 여기는 가족이 원하는게 있을때에그걸 해주는데 아무런 거리낌이 없도록 말이죠.​그런 의미로 오늘도 열심히 살아야겠습니다.이웃분들도 불금 보내시고요~저희도 성탄절은 집에서 보내기 위해 열심히 회복하겠습니다!화이팅입니다!​​​​​​​■ 같이 읽으면 좋은 글 ■​아빠도 아빠가 처음이다. (ft. 30대 애아빠의 5세 딸 육아놀이)​​[육아의 기본은 낚시다] 애아빠가 5살 딸과 책으로 놀아주는 법. (ft. Peppa Pig 페파피그 책)​[아빠도 아빠가 처음이다] 5세딸과 쇼핑하는 법 (feat. 아내는 덤) @ 스타필드​",초보 애아빠가 겪어가는 실전 5세놀이.교육.육아 (ft. 아트모마 방문미술 리얼후기),"['육아', '아빠']",blog
